soc_start,soc_end,energy_kwh,vehicle_model,temperature,user_type,duration_hr,charging_rate,energy_per_hour,rate_efficiency,soc_delta
29.371575979140047,86.11996244457839,60.71234573492677,BMW i3,27.947953055800944,Commuter,0.5913634253585007,36.3891805669814,102.66503326295718,1.3020338374809306,56.748386465438344
10.115777641679946,84.66434362786444,12.339275203733752,Hyundai Kona,14.311025660377789,Casual Driver,3.133652052688084,30.67773493971444,3.9376660191577346,2.1436433465876825,74.5485659861845
6.854604444398554,69.91761524016282,19.12887570011548,Chevy Bolt,21.00200183614421,Commuter,2.4526527258367823,27.51359255877324,7.799259756021594,1.3100461933787024,63.063010795764264
54.25894969116981,63.743786036169695,19.62910416772725,Hyundai Kona,-7.834199027249213,Long-Distance Traveler,2.0197650865894614,10.215712071204608,9.718508502824255,-1.3039893466673396,9.484836344999884
75.21774833696946,71.98228757123687,43.18113714248533,Nissan Leaf,-5.274217796522686,Long-Distance Traveler,1.1676401541014236,14.33452277611833,36.98154520535145,-2.7178480921984565,-3.235460765732597
60.75178075976676,70.79609690147149,36.862139988267536,Chevy Bolt,27.5513346806664,Commuter,3.5396190263161467,26.18518786003352,10.414154663032127,0.9504144958323363,10.044316141704726
56.201703032995454,63.786815331776616,51.46761685839947,Chevy Bolt,-4.41745966595273,Long-Distance Traveler,2.6553964456130235,26.7029077655282,19.382272256720476,-6.044856045056629,7.585112298781162
33.46620026326066,92.96142090358896,43.59237228216989,Chevy Bolt,22.51670642679634,Commuter,1.724203599132774,14.294922926661108,25.28261297221258,0.6348585204117252,59.4952206403283
27.399454625609152,70.05338137780706,78.86860745126785,Hyundai Kona,27.512019364625917,Commuter,2.0268746909843576,11.76099971515701,38.91143729904935,0.4274858766012258,42.653926752197904
76.08656557040186,82.2655816267944,18.20619747737872,BMW i3,0.5004335643954789,Casual Driver,2.6486354477276968,10.310701112892176,6.87380269451505,20.60353630625765,6.179016056392541
14.618902372078484,85.85749415419053,22.564929484106763,Chevy Bolt,34.26261127319235,Long-Distance Traveler,2.0578886215204486,4.46482262892762,10.965087832321514,0.13031180237044493,71.23859178211205
19.20544694977322,51.62648272929986,34.256452908516025,Hyundai Kona,23.662965362338845,Casual Driver,3.0655847520228034,5.523688619042968,11.174524823008777,0.23343180089483964,32.42103577952664
25.775415389763285,69.2012290988145,16.56106432522506,Nissan Leaf,34.11034863859677,Commuter,3.5909657181461028,19.76909871755716,4.611869236606077,0.5795630800204692,43.42581370905121
71.68354383511853,63.70663794066834,12.927545290947553,BMW i3,39.50544568765913,Casual Driver,3.4218093378407497,24.21115011711917,3.777985274628179,0.6128560175865159,-7.976905894450191
10.677153729384765,72.40347015226732,27.354317884610715,Nissan Leaf,-8.30213689912669,Long-Distance Traveler,2.703286127534274,11.112498841670842,10.118913275954693,-1.3385106722149782,61.726316422882554
67.59197091077596,89.94222936485875,24.726937680708804,BMW i3,4.41532961880046,Commuter,3.4586802787724484,49.40273861566977,7.149240660511374,11.18891291950505,22.35025845408279
57.59519511951953,74.96195034708379,23.824040473705303,Hyundai Kona,18.40570905025936,Casual Driver,0.8482182678183041,6.614280124746195,28.087157961102324,0.3593602456001547,17.366755227564255
55.51705087402344,52.7134886858277,42.63801819167288,Tesla Model 3,37.430356532255,Long-Distance Traveler,0.8075321582617996,20.49084604597367,52.800396560615674,0.5474392430196602,-2.803562188195741
12.754877571721774,116.0956568894014,48.48248430757049,BMW i3,9.202409891916812,Long-Distance Traveler,2.5809253540076567,45.29143534649799,18.78492310220711,4.92169289115028,103.34077931767962
16.545512365179043,77.93632713949575,50.27906667357191,Nissan Leaf,33.980310103059054,Casual Driver,3.16887289218907,30.489960233968677,15.86654573539519,0.8972831660892888,61.3908147743167
49.02423910950519,64.48187393759193,49.19642958971384,BMW i3,39.95893731677202,Long-Distance Traveler,2.5628173042684104,19.194882837079632,19.196229675746473,0.480365198025998,15.45763482808674
19.23313912730544,74.00615088095063,68.44712632026376,Tesla Model 3,3.580839953900103,Commuter,2.0714292092234388,49.71030696901287,33.04343011843693,13.882303484373955,54.77301175364519
65.48688658113335,65.35209627449626,27.60438468247694,Tesla Model 3,35.977821918048456,Long-Distance Traveler,0.9571376601264636,11.238538626794044,28.84055850318298,0.3123740690137825,-0.13479030663708613
